Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL3956465,,489.45,5.13,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,IC50,'=',20.0,nM,7.7,CHEMBL3887857,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886183
CHEMBL3975588,,396.83,4.8,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2Cl)c1,IC50,'=',650.0,nM,6.19,CHEMBL3887857,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886183
CHEMBL3919271,,425.88,4.76,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Cl)c1,IC50,'=',650.0,nM,6.19,CHEMBL3887857,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886183
CHEMBL4514393,,494.93,5.07,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)cc1Cl)C1=CC(=O)c2c(O)ccc(O)c2C1=O,IC50,'=',105.3,nM,6.98,CHEMBL4410222,Inhibition of C-terminal His-tagged N-terminal GST-tagged human EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 cells after 30 mins in presence of gamma-[32p-ATP] binding assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4406881
CHEMBL3740003,,446.51,6.53,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1ccc(NC(=O)c2ccccc2)c(=O)o1,IC50,'=',2890.0,nM,5.54,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3739348
CHEMBL4282482,,311.8,4.78,Clc1ccc(-c2cn3nc(-c4ccccc4)nc3s2)cc1,IC50,'=',7200.0,nM,5.14,CHEMBL4273762,Inhibition of His6-tagged recombinant EGFR cytoplasmic domain (645 to 1186 residues) (unknown origin) expressed in baculovirus infected Sf9 insect cells preincubated for 10 mins followed by ATP-MgCl2 addition and measured after 1 hr by DELFIA/time-resolved fluorometric analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4270577
CHEMBL4289274,,401.88,4.8,COc1cc(-c2nc3sc(-c4ccc(Cl)cc4)cn3n2)cc(OC)c1OC,IC50,'=',1700.0,nM,5.77,CHEMBL4273762,Inhibition of His6-tagged recombinant EGFR cytoplasmic domain (645 to 1186 residues) (unknown origin) expressed in baculovirus infected Sf9 insect cells preincubated for 10 mins followed by ATP-MgCl2 addition and measured after 1 hr by DELFIA/time-resolved fluorometric analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4270577
CHEMBL6007759,,858.95,3.61,O=C1CCC(N2C(=O)c3ccc(N4CCN(CC5CCN(CC#Cc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,IC50,'=',1700.0,nM,5.77,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5862453,,862.98,4.19,O=C1CCC(N2C(=O)c3ccc(N4CCN(CC5CCN(CCCc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,IC50,'=',3500.0,nM,5.46,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL6053847,,1188.37,,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOCCOCCOCC#Cc2cccc3c2C(=O)N([C@@H](C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)c1,IC50,'=',20000.0,nM,4.7,CHEMBL5736754,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL6037186,,875.98,5.14,O=C1CCC(N2C(=O)c3ccc(N4CCC(CN5CCC(OC/C=C/c6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,IC50,'=',1600.0,nM,5.8,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5823446,,961.03,3.87,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCOCCOCCCc4cccc5c4C(=O)N(C(C(=O)Nc4nccs4)c4cc(F)ccc4O)C5)c3C2=O)C(=O)N1,IC50,'=',2700.0,nM,5.57,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5965216,,931.1,3.12,CC(C)n1nc(N2CC(CN3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,IC50,'=',10000.0,nM,5.0,CHEMBL5736751,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL3775664,,471.92,3.61,O=C1COc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2N1CCCN1CCOCC1,IC50,'=',336.0,nM,6.47,CHEMBL3776285,Inhibition of EGFR-T790M/L858 mutant (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3774304
CHEMBL3774947,,453.93,3.47,O=C1COc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2N1CCCN1CCOCC1,IC50,'=',63.1,nM,7.2,CHEMBL3776094,Inhibition of wildtype EGFR (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3774304
CHEMBL3586179,,556.05,5.5,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1,IC50,'=',9800.0,nM,5.01,CHEMBL3588418,Inhibition of recombinant EGFR (unknown origin) assessed as inhibition of autophosphorylation after 1 hr by DELFIA/Time-resolved fluorometry,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3585298
CHEMBL3586175,,639.99,6.92,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Br)s1,IC50,'=',31400.0,nM,4.5,CHEMBL3588418,Inhibition of recombinant EGFR (unknown origin) assessed as inhibition of autophosphorylation after 1 hr by DELFIA/Time-resolved fluorometry,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3585298
CHEMBL3586174,,561.09,6.16,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccs1,IC50,'=',8100.0,nM,5.09,CHEMBL3588418,Inhibition of recombinant EGFR (unknown origin) assessed as inhibition of autophosphorylation after 1 hr by DELFIA/Time-resolved fluorometry,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3585298
CHEMBL5206715,,800.76,5.12,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCS(C)(=O)=O)CC2)CC1,IC50,'=',3.1,nM,8.51,CHEMBL5114500,Inhibition of EGFR L858R mutant (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5113388
CHEMBL4522240,,638.19,4.61,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCCNCC1,IC50,'=',16.5,nM,7.78,CHEMBL4329618,Inhibition of human N-terminal GST-tagged EGFR cytoplasmic domain (669 to 1210 residues) T790M mutant expressed in baculovirus expression system after 1 hr in presence of ULight-labeled peptide substrate and ATP by LANCE ultra kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4325914
CHEMBL1336,SORAFENIB,464.83,5.55,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,IC50,'=',1150.0,nM,5.94,CHEMBL4836401,Inhibition of recombinant wild type EGFR-TK (unknown origin) by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4834452
CHEMBL4868965,,417.42,4.28,COc1ccc(C(Nc2ccc([N+](=O)[O-])cc2)n2c(=O)ccc3cc(O)ccc32)cc1,IC50,'=',1350.0,nM,5.87,CHEMBL4836401,Inhibition of recombinant wild type EGFR-TK (unknown origin) by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4834452
CHEMBL3545311,BRIGATINIB,584.11,5.09,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,IC50,'=',0.7,nM,9.15,CHEMBL5114502,Inhibition of EGFR del19/T790M mutant (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5113388
CHEMBL5206715,,800.76,5.12,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCS(C)(=O)=O)CC2)CC1,IC50,'=',0.1,nM,10.0,CHEMBL5114502,Inhibition of EGFR del19/T790M mutant (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5113388
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',2.6,nM,8.59,CHEMBL3745461,Inhibition of EGFR tyrosine kinase L858R mutant (unknown origin) assessed as ATP level by luminescence analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3739356
CHEMBL245869,,471.54,4.28,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1,IC50,'=',73.0,nM,7.14,CHEMBL903494,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1139130
CHEMBL245867,,459.53,4.27,NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,IC50,'=',160.0,nM,6.8,CHEMBL903494,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1139130
CHEMBL246491,,460.47,3.7,COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,IC50,'=',460.0,nM,6.34,CHEMBL903494,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1139130
CHEMBL394495,,483.58,3.94,C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,IC50,'=',120.0,nM,6.92,CHEMBL903494,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1139130
CHEMBL4645434,,461.5,4.5,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,IC50,'=',282.5,nM,6.55,CHEMBL4625255,Inhibition of wild type EGFR (unknown origin) by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4622942
CHEMBL4641096,,545.69,4.58,CCC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',638.4,nM,6.2,CHEMBL4625257,Inhibition of EGFR L858R/T790M/C797S mutant (unknown origin) by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4622942
CHEMBL4640686,,449.49,4.33,CCC(=O)Nc1cc(Nc2nccc(-c3cn(CCO)c4ccccc34)n2)c(OC)cc1F,IC50,'=',80.5,nM,7.09,CHEMBL4625258,Inhibition of EGFR 19D/T790M/C797S mutant (unknown origin) by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4622942
CHEMBL5204650,,436.34,2.26,NNC(=O)c1csc2nc(CN3CCOCC3)c(-c3ccc(Br)cc3)n12,IC50,'=',419.0,nM,6.38,CHEMBL5110647,Inhibition of recombinant human EGFR incubated for 40 to 45 mins and measured after 15 mins by Kinase-Glo Max assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5108025
CHEMBL1229592,,494.98,4.55,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,IC50,'=',2.86,nM,8.54,CHEMBL4819612,Inhibition of N-terminal GST-tagged human recombinant EGFR L861Q mutant (668 to 1210 residues) expressed in baculovirus expression system by Z'-LYTE kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4818995
CHEMBL4858176,,509.87,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC[Se]CC1,IC50,'=',25300.0,nM,4.6,CHEMBL4827337,Inhibition of EGFR (unknown origin) by ADP-Glo kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4825706
